user_id,birthyear,gender,subscription_start_date,subscription_end_date,subscription_type,subscription_status,last_login_date,average_watch_time,total_watch_time,favorite_genres
74,1999,male,2023-11-18 17:12:42,,0,0,2024-05-30 22:56:29,4.92,105.52,판타지
75,1996,male,2023-08-15 15:03:44,2023-10-04 21:29:26,0,1,2024-01-01 12:52:57,2.18,138.06,SF
76,2001,female,2022-09-16 19:28:05,,0,0,2023-03-17 20:06:18,0.27,120.31,뮤지컬
77,1996,female,2023-02-22 10:22:46,2024-02-10 09:27:30,1,1,2024-03-08 00:40:00,1.14,129.35,음악
78,1999,female,2023-06-16 05:06:28,,1,0,2023-12-17 21:15:36,1.0,109.06,판타지
79,1997,female,2023-04-21 22:45:30,2023-12-28 03:19:18,0,1,2024-04-24 12:46:47,0.51,123.41,멜로
80,1997,male,2024-03-18 02:39:10,2024-05-22 15:25:58,0,1,2024-05-23 08:45:52,2.53,99.96,스릴러
81,1995,female,2023-12-27 10:04:42,,2,0,2023-12-28 18:29:52,6.3,113.61,SF
82,1997,male,2022-10-16 19:56:15,2024-07-02 05:42:23,2,1,2023-03-07 03:21:13,2.74,85.67,코미디
83,1999,female,2024-04-19 14:57:33,,1,0,2024-05-21 08:37:24,2.65,107.39,SF
84,2000,female,2024-06-20 00:40:50,,2,0,2024-07-04 18:49:39,2.52,84.46,SF
85,1993,male,2023-10-24 02:02:29,2023-12-19 14:37:08,1,1,2024-05-15 02:10:41,1.84,125.04,뮤지컬
86,1990,female,2022-11-05 02:12:49,2024-01-12 20:23:26,1,1,2023-09-28 14:50:26,2.02,94.05,스포츠
87,2002,male,2024-04-25 19:26:32,2024-05-29 20:49:48,2,1,2024-07-02 05:56:58,4.23,80.74,범죄
88,2002,female,2023-11-27 01:21:58,2024-05-26 17:09:20,1,1,2024-05-04 15:45:20,3.2,108.61,범죄
89,1997,male,2023-04-16 02:11:50,2023-08-25 02:24:00,2,1,2023-06-11 02:02:06,3.81,137.26,액션
90,1992,male,2022-08-18 22:49:57,2024-04-22 14:24:18,0,1,2023-08-26 17:22:03,2.87,122.41,스릴러
91,1990,female,2023-06-25 11:34:21,,0,0,2023-07-21 18:27:19,2.52,82.42,범죄
92,1988,female,2022-12-21 02:24:34,,2,0,2024-03-16 04:18:30,3.86,148.84,스포츠
93,1992,female,2023-04-08 04:35:14,,0,0,2024-03-10 06:58:43,4.62,113.39,코미디
94,1992,male,2024-06-16 19:53:50,,1,0,2024-07-08 06:43:26,0.91,115.07,스포츠
95,1996,female,2022-08-31 08:28:28,2023-11-13 02:11:50,0,1,2024-01-09 01:40:04,2.46,102.87,판타지
96,1995,female,2023-11-28 00:34:06,2024-05-03 03:36:26,1,1,2024-01-10 08:08:02,2.23,150.72,뮤지컬
97,2002,female,2024-05-08 22:43:05,2024-05-29 07:00:48,2,1,2024-06-06 23:05:12,2.3,89.7,전쟁
98,2002,male,2024-03-12 12:54:46,2024-05-17 07:46:08,1,1,2024-03-23 19:32:23,2.18,96.85,스포츠
99,1989,male,2022-08-01 02:38:59,2022-12-23 04:07:02,1,1,2022-12-23 17:12:55,2.79,128.19,멜로
100,1989,male,2024-05-07 05:34:35,2024-06-19 01:08:06,1,1,2024-05-22 22:28:08,2.01,97.88,멜로
101,1997,female,2024-02-16 10:27:31,2024-02-20 16:09:26,0,1,2024-03-24 12:36:00,2.74,92.23,전쟁
102,2002,male,2024-02-21 13:23:39,2024-05-13 15:40:55,2,1,2024-03-28 17:57:29,2.14,101.44,SF
103,1994,male,2023-11-30 09:30:23,2024-03-15 06:50:21,0,1,2024-03-02 23:13:37,3.38,116.48,뮤지컬
104,2000,male,2023-12-17 06:44:57,,1,0,2024-05-25 01:27:27,2.79,114.84,스릴러
105,1993,female,2023-10-07 06:26:21,2024-06-15 11:20:58,0,1,2024-03-05 12:31:28,2.29,105.69,스포츠
106,1998,female,2022-10-18 00:40:05,2024-01-21 17:28:55,1,1,2022-12-23 04:27:22,1.43,71.05,판타지
107,1993,female,2024-05-22 10:00:22,2024-06-01 13:41:44,1,1,2024-06-08 15:28:40,2.63,102.57,음악
108,2001,male,2023-05-03 23:55:02,,2,0,2024-06-04 00:50:02,1.44,87.68,스릴러
109,1993,female,2023-09-18 11:11:28,,2,0,2023-12-12 12:08:07,1.91,90.97,멜로
110,1988,male,2023-05-29 03:18:56,,1,0,2023-10-28 12:11:49,2.71,88.47,음악
111,2002,male,2024-01-12 21:49:14,,2,0,2024-04-28 21:34:34,2.56,160.74,판타지
112,1994,male,2023-10-18 04:30:53,2023-12-10 03:39:15,1,1,2023-12-24 08:29:21,1.62,52.94,스포츠
113,1995,male,2023-09-07 21:23:41,,0,0,2023-12-21 21:28:34,1.17,102.82,뮤지컬
114,1994,female,2024-03-07 10:00:04,2024-04-13 12:48:49,2,1,2024-05-26 23:45:48,2.5,50.77,스포츠
115,1997,female,2023-08-18 11:18:59,2024-01-17 04:19:43,1,1,2024-04-25 06:16:58,3.43,107.23,음악
116,1994,female,2023-01-22 14:05:26,,0,0,2024-04-18 19:29:03,4.75,110.11,액션
117,1995,male,2023-12-21 23:37:40,,1,0,2024-04-25 03:46:55,2.58,117.35,음악
118,1993,female,2022-11-07 14:02:08,2023-09-21 11:23:24,0,1,2023-11-04 08:23:43,1.61,81.4,판타지
119,1999,female,2024-02-09 01:55:28,2024-04-23 12:19:34,0,1,2024-02-17 08:15:34,3.0,74.74,SF
120,2000,female,2023-12-08 14:52:43,2024-01-27 12:23:33,2,1,2024-06-27 04:23:18,3.74,66.31,멜로
121,1992,female,2022-08-07 22:33:03,,1,0,2023-03-28 00:27:18,2.51,95.83,판타지
122,1996,female,2022-12-16 00:53:07,2024-01-22 17:12:21,0,1,2023-10-01 06:28:25,3.83,133.35,판타지
123,1995,male,2022-07-20 06:12:49,,1,0,2022-10-19 14:43:35,1.14,113.14,멜로
124,1990,female,2023-04-01 15:54:51,,2,0,2024-06-10 10:29:48,2.4,52.55,전쟁
125,2001,female,2022-08-13 10:54:34,2023-03-17 13:52:24,0,1,2023-12-13 07:58:23,3.37,60.36,범죄
126,1997,male,2023-04-30 18:36:46,,1,0,2023-10-06 02:36:56,1.47,136.6,SF
127,1994,male,2023-06-08 23:08:25,2024-03-05 00:50:15,0,1,2023-09-06 04:57:03,3.7,114.26,판타지
128,1988,male,2024-05-26 01:30:33,,0,0,2024-07-01 22:48:14,2.02,105.45,스릴러
129,1998,female,2023-11-22 15:27:46,,0,0,2024-04-04 16:11:32,3.61,105.82,코미디
130,2001,female,2024-04-08 18:48:59,,1,0,2024-05-09 13:38:02,3.31,140.6,액션
131,1994,female,2024-01-01 22:20:16,2024-04-04 04:56:47,0,1,2024-03-22 18:46:22,1.99,144.76,스릴러
132,1988,male,2023-03-29 12:00:12,,1,0,2023-08-08 22:06:44,2.53,41.25,스포츠
133,1996,female,2024-01-14 12:58:40,,2,0,2024-04-18 07:15:01,2.44,52.43,뮤지컬
134,1989,male,2024-06-14 20:38:21,,2,0,2024-06-17 14:57:24,3.57,78.44,범죄
135,1995,male,2023-03-07 20:15:13,,1,0,2023-08-18 19:48:34,2.68,127.11,전쟁
136,1998,male,2022-09-22 06:43:40,2023-06-14 05:56:04,1,1,2023-12-17 06:49:27,1.36,129.57,전쟁
137,1991,male,2022-12-24 09:49:14,,2,0,2024-02-02 02:54:18,3.06,78.93,판타지
138,1996,female,2022-10-22 00:24:01,,0,0,2022-11-08 00:58:04,4.73,107.09,전쟁
139,1989,male,2024-07-02 22:08:40,2024-07-04 21:14:04,2,1,2024-07-04 01:25:38,3.19,105.15,범죄
140,1988,male,2023-12-06 11:58:10,2024-05-26 23:46:50,0,1,2024-07-02 09:34:39,2.62,85.44,스포츠
141,1994,female,2024-06-22 06:40:21,2024-07-02 08:13:54,2,1,2024-06-30 08:33:22,3.17,99.94,액션
142,1995,female,2022-09-15 09:43:47,2023-08-07 10:49:33,1,1,2024-04-17 10:21:44,2.82,117.99,스포츠
143,1994,female,2024-01-23 00:20:52,,2,0,2024-05-12 01:13:40,2.73,68.46,멜로
144,1993,male,2023-10-14 22:45:14,,2,0,2023-12-22 10:44:17,2.69,63.94,음악
145,1993,male,2023-10-03 06:39:59,,0,0,2024-05-29 01:50:12,2.64,116.98,멜로
146,1989,male,2023-10-10 02:07:08,,0,0,2024-04-14 06:23:13,3.97,93.85,멜로
147,1988,female,2023-12-01 10:01:13,2024-01-10 05:43:00,0,1,2023-12-05 10:17:00,2.33,85.2,전쟁
148,1996,male,2024-01-19 15:52:37,2024-01-26 19:51:20,0,1,2024-03-17 20:42:55,2.29,101.66,범죄
149,1988,female,2024-01-24 09:44:30,2024-03-12 20:55:20,0,1,2024-02-29 14:59:46,2.85,80.18,뮤지컬
150,2001,female,2023-06-05 05:46:49,,2,0,2023-07-14 11:17:00,1.65,76.54,스릴러
151,1988,male,2023-09-02 10:59:57,,1,0,2023-11-21 17:16:27,2.64,71.25,전쟁
152,2002,female,2023-12-04 03:59:49,2024-06-21 00:39:56,1,1,2024-04-14 12:23:37,2.72,85.76,스릴러
153,1999,female,2023-10-05 04:02:25,2024-03-07 07:48:10,2,1,2024-01-26 20:48:52,1.69,96.65,범죄
154,1994,female,2022-10-15 13:12:01,,1,0,2023-12-17 10:03:53,3.3,81.4,전쟁
155,2002,female,2024-04-01 03:29:07,2024-06-13 07:16:24,2,1,2024-04-10 01:46:59,2.79,121.36,전쟁
156,1999,female,2022-07-26 22:32:51,,1,0,2023-04-13 05:01:53,1.56,69.92,전쟁
157,2002,male,2023-12-29 16:10:57,,0,0,2024-06-26 20:42:52,3.09,138.2,스릴러
158,1990,female,2023-06-12 14:28:31,2024-03-07 01:19:35,1,1,2024-02-09 06:38:39,2.57,88.66,액션
159,1997,male,2022-08-03 07:41:30,2024-04-24 03:08:57,2,1,2024-04-19 20:33:06,2.26,56.43,스릴러
160,2000,male,2023-03-05 23:55:28,,0,0,2023-06-10 17:03:08,2.25,112.04,액션
161,1999,female,2023-05-25 19:03:41,,0,0,2024-05-05 17:36:28,4.05,51.29,음악
162,2000,male,2024-01-25 18:51:07,,0,0,2024-03-20 23:51:49,1.37,122.04,스포츠
163,1992,female,2024-05-21 08:56:44,,1,0,2024-05-26 07:41:10,2.3,118.9,스릴러
164,1998,female,2023-12-15 16:22:15,,2,0,2024-03-31 11:50:21,1.9,106.53,음악
165,1993,male,2022-08-31 18:41:25,,2,0,2023-11-12 03:16:31,2.7,114.21,액션
166,1999,female,2023-04-24 09:01:06,,0,0,2023-11-17 17:01:05,2.3,97.34,멜로
167,1990,female,2023-09-13 17:37:49,2023-09-29 08:24:45,2,1,2023-09-20 09:44:42,2.74,169.37,음악
168,1990,female,2023-05-22 15:08:43,2024-04-21 19:20:07,1,1,2024-04-01 13:31:21,2.08,108.78,판타지
169,2001,male,2023-06-20 13:10:39,2023-08-15 19:32:18,2,1,2023-12-16 22:05:53,1.4,72.06,멜로
170,1988,male,2024-05-02 14:24:27,,0,0,2024-06-20 04:04:38,0.0,69.15,판타지
171,1992,male,2023-01-20 07:36:37,2024-04-01 16:56:48,1,1,2023-05-29 08:10:21,3.48,155.97,뮤지컬
172,1996,female,2023-12-15 16:53:14,2024-01-23 23:32:48,0,1,2023-12-17 19:48:04,1.71,75.3,코미디
173,1994,female,2024-04-10 20:04:07,,0,0,2024-05-30 02:02:58,3.0,78.18,멜로
174,2000,male,2023-12-29 07:33:42,,2,0,2024-02-08 13:44:48,3.16,116.81,액션
175,1995,female,2022-07-19 23:35:23,,1,0,2023-07-12 02:50:04,2.57,136.32,스릴러
176,1995,female,2023-09-03 00:41:07,,0,0,2024-03-10 12:36:31,3.45,134.97,멜로
177,2001,female,2022-07-31 08:50:45,,2,0,2023-08-21 08:09:49,1.5,83.93,전쟁
178,2002,female,2024-03-15 08:52:40,2024-03-21 09:11:43,0,1,2024-07-05 23:30:23,1.48,67.56,멜로
179,1998,female,2023-02-24 18:54:38,,2,0,2024-07-06 22:22:37,4.13,122.1,코미디
180,1988,male,2022-11-11 11:52:07,,0,0,2024-02-01 13:41:21,2.49,106.78,범죄
181,1991,female,2023-11-07 01:46:44,2023-12-17 11:45:14,1,1,2024-04-30 00:57:55,1.59,95.29,스포츠
182,2000,female,2022-07-17 23:59:14,2022-10-31 03:49:23,0,1,2022-12-22 04:08:22,2.39,141.89,멜로
183,1989,male,2023-09-26 13:51:10,,0,0,2024-04-20 14:13:02,2.17,104.98,SF
184,2000,male,2023-02-22 14:59:32,2023-08-02 00:43:40,0,1,2024-03-15 13:40:14,3.83,69.0,음악
185,2002,female,2023-01-25 11:25:54,,0,0,2023-04-25 22:55:39,1.17,63.88,스릴러
186,1994,male,2023-06-27 07:14:30,2023-09-21 10:07:43,0,1,2023-11-28 16:39:53,3.43,67.36,음악
187,1988,male,2024-07-06 02:03:21,2024-07-09 19:57:10,1,1,2024-07-08 01:17:47,2.45,84.13,판타지
188,1998,female,2022-12-31 12:27:48,,2,0,2023-02-16 18:58:33,3.51,85.89,전쟁
189,1996,female,2022-10-21 17:07:04,2024-03-31 00:14:25,0,1,2023-09-17 19:09:15,1.69,108.27,범죄
190,1992,female,2023-07-27 10:26:04,,1,0,2023-09-17 20:27:14,1.68,133.72,스포츠
191,1991,male,2023-09-09 07:05:08,2023-10-18 20:59:22,2,1,2024-01-22 00:15:37,3.43,100.16,뮤지컬
192,1991,female,2023-11-26 07:33:59,,1,0,2024-06-09 14:31:56,3.97,76.56,판타지
193,2001,female,2023-01-14 13:56:38,2023-02-03 09:15:07,2,1,2024-02-27 20:13:52,3.0,89.09,스포츠
194,1996,female,2023-11-14 23:51:43,,0,0,2023-11-26 22:39:41,2.16,149.99,스포츠
195,1992,male,2024-04-01 11:39:58,,0,0,2024-07-04 21:37:21,2.05,121.28,액션
196,1993,female,2023-08-18 21:46:33,,2,0,2023-09-06 21:04:38,2.27,29.61,전쟁
197,1992,male,2023-12-02 16:48:32,2024-01-24 06:11:42,0,1,2024-02-16 15:03:14,2.53,72.55,액션
198,1996,male,2022-12-04 14:24:38,2023-01-05 07:47:57,0,1,2023-06-08 02:50:40,3.0,18.08,코미디
199,1991,male,2022-08-22 09:30:49,2022-09-23 02:42:13,0,1,2023-09-14 18:34:03,2.16,145.53,스포츠
200,1994,female,2023-12-26 08:59:32,,2,0,2024-01-27 04:05:11,1.84,112.5,스포츠
201,1992,male,2023-03-29 20:50:59,2023-04-07 08:35:16,0,1,2024-02-03 00:55:03,2.52,110.69,뮤지컬
202,1996,male,2023-01-22 11:36:18,,2,0,2024-05-22 09:58:27,2.64,127.53,스포츠
203,1995,female,2023-05-20 12:31:04,2023-07-07 04:22:53,1,1,2024-06-18 10:11:34,3.51,126.72,스포츠
204,1997,female,2022-12-01 19:59:05,,1,0,2024-06-27 05:20:32,3.06,107.6,코미디
205,2001,male,2022-12-23 08:52:59,2023-01-25 17:56:03,0,1,2023-04-20 04:46:23,4.64,89.82,범죄
206,2002,female,2022-09-26 17:09:54,2022-10-21 11:10:31,1,1,2024-05-29 07:29:10,1.97,155.09,뮤지컬
207,1995,male,2024-03-22 18:31:07,2024-05-11 22:36:17,2,1,2024-05-01 00:23:00,2.27,25.29,스포츠
208,2002,female,2023-08-07 13:55:57,2023-08-08 00:09:36,2,1,2023-11-29 02:21:09,2.29,110.51,SF
209,1991,female,2023-01-23 02:24:35,2023-11-01 11:28:27,2,1,2023-05-26 09:03:47,2.42,149.49,전쟁
210,1990,male,2024-03-31 10:07:19,,2,0,2024-05-14 02:39:36,0.27,131.48,음악
211,2001,female,2023-07-16 02:00:43,2024-05-05 02:58:48,0,1,2024-04-29 17:25:02,2.87,120.1,코미디
212,1993,male,2023-10-27 01:30:53,2024-03-12 18:18:49,0,1,2024-01-22 15:29:35,2.6,76.52,스포츠
213,2000,female,2023-06-22 00:13:29,,0,0,2023-07-18 23:15:13,1.37,156.69,판타지
214,1994,female,2023-12-23 12:49:08,,2,0,2024-04-28 16:52:35,0.78,63.48,음악
215,1990,male,2022-09-07 19:35:48,,1,0,2023-02-07 03:26:23,4.79,70.38,액션
216,1996,male,2022-12-25 13:02:37,2023-11-22 17:14:19,1,1,2023-12-01 21:55:43,3.13,101.32,범죄
217,1995,female,2023-12-13 19:54:30,,2,0,2024-06-16 03:21:54,2.04,99.8,음악
218,1992,male,2022-12-21 04:39:51,2023-09-06 00:02:56,0,1,2023-03-07 06:56:43,2.97,91.42,SF
219,2001,male,2024-01-10 05:42:38,2024-03-23 05:10:14,1,1,2024-03-20 17:18:25,2.0,41.2,스릴러
220,1995,female,2023-04-11 17:08:19,,0,0,2024-04-26 07:15:25,2.89,154.59,스포츠
221,1999,male,2023-07-27 00:27:04,,1,0,2024-01-30 20:15:55,2.14,62.36,음악
222,2000,female,2022-12-21 18:51:51,2023-07-02 16:47:05,1,1,2023-07-22 03:20:48,1.68,130.33,SF
223,2000,male,2023-04-08 13:58:27,,1,0,2024-02-28 22:23:11,2.55,104.74,멜로
224,1995,male,2023-10-11 13:00:40,2024-02-18 07:35:14,2,1,2024-04-01 01:19:49,2.98,49.81,범죄
225,2001,female,2024-02-23 01:14:36,2024-06-10 03:31:07,2,1,2024-05-19 20:11:40,3.22,170.41,SF
226,1991,male,2023-07-23 12:02:09,,1,0,2024-01-20 19:36:29,1.93,65.06,전쟁
227,1998,male,2023-01-26 02:35:02,2024-04-07 02:42:16,0,1,2023-11-13 18:55:52,2.17,93.27,코미디
228,1996,female,2023-07-02 21:14:38,2024-03-07 03:18:03,0,1,2023-08-22 11:06:06,3.68,95.47,멜로
229,2000,female,2024-02-29 03:19:16,,0,0,2024-03-11 10:42:26,3.0,32.51,뮤지컬
230,2002,female,2023-04-05 08:21:08,2023-12-16 20:20:23,1,1,2023-12-13 04:21:56,2.38,70.99,판타지
231,2000,male,2022-07-26 07:40:42,,2,0,2023-09-26 16:46:15,2.21,83.65,코미디
232,1992,male,2023-03-12 03:14:06,,0,0,2023-07-28 04:50:14,3.17,106.79,스릴러
233,1994,female,2022-09-11 13:16:15,,2,0,2023-05-01 01:15:23,3.19,129.38,액션
234,1989,male,2023-02-22 05:31:19,2024-01-18 13:42:02,2,1,2024-01-16 05:32:18,5.21,170.36,판타지
235,2000,female,2023-02-08 18:31:45,,1,0,2024-02-29 20:18:20,3.73,133.71,판타지
236,1994,female,2022-11-27 13:44:12,2023-04-06 09:59:33,1,1,2024-05-15 17:31:01,2.74,53.0,스포츠
237,1989,male,2024-05-06 21:33:11,2024-06-07 02:05:20,1,1,2024-06-09 15:20:06,4.57,85.91,멜로
238,2002,female,2023-03-17 22:26:38,2023-10-29 08:58:03,0,1,2024-07-01 20:17:56,1.45,148.74,스포츠
239,1996,male,2023-07-21 13:08:57,2024-06-05 10:21:23,0,1,2023-11-27 02:57:16,2.18,93.63,뮤지컬
240,1995,female,2024-01-07 17:13:26,2024-04-25 05:25:19,1,1,2024-02-02 19:03:20,2.8,56.83,코미디
241,1992,female,2023-12-29 03:41:28,,2,0,2024-02-09 09:31:16,2.76,103.84,액션
242,2002,male,2023-09-18 04:38:29,,0,0,2024-05-14 15:54:09,1.5,56.92,스릴러
243,1988,male,2023-03-02 10:28:01,2024-01-19 08:59:23,2,1,2023-06-11 13:10:09,3.69,94.76,스포츠
244,1995,female,2023-02-14 17:40:56,,2,0,2023-10-25 14:50:36,1.98,109.79,코미디
245,1999,female,2023-11-02 02:56:44,2024-07-02 14:45:15,2,1,2024-05-18 06:11:46,4.2,117.95,뮤지컬
246,1994,female,2023-09-05 01:24:04,,2,0,2024-02-04 03:16:53,2.81,107.31,SF
