return_id,user_id,return_date,returned_order_id,returned_food_id,returned_drink_id,return_quantity
1,40,2023-09-29 11:32:30,234,3,12,7
2,40,2023-07-18 15:22:01,12,13,13,7
1,41,2024-03-29 17:19:58,357,12,10,5
1,43,2024-04-28 07:50:26,98,10,11,3
2,43,2024-02-25 02:55:04,207,8,1,4
3,43,2023-12-15 15:08:15,119,10,9,5
1,45,2024-06-17 13:29:36,21,6,14,8
2,45,2024-03-18 05:01:48,227,5,6,9
3,45,2023-10-23 09:08:34,373,8,2,2
1,46,2024-01-03 00:42:18,489,12,7,6
1,47,2023-08-17 10:26:18,488,12,9,5
1,48,2024-06-14 20:53:41,404,7,7,10
1,49,2024-01-09 09:47:11,455,1,9,2
2,49,2024-04-14 22:35:49,500,5,14,8
1,50,2023-10-15 13:57:29,266,1,3,10
2,50,2024-05-23 01:31:49,62,14,10,5
3,50,2024-06-10 05:01:39,9,11,14,2
1,51,2023-07-31 04:52:54,124,6,14,5
2,51,2024-01-14 03:06:31,88,8,11,10
3,51,2024-07-02 08:04:32,404,10,2,7
1,52,2024-03-11 21:05:36,239,1,2,10
2,52,2024-01-01 04:03:36,123,13,3,1
1,53,2023-09-27 04:20:39,494,13,3,7
2,53,2024-03-26 08:31:06,450,3,6,10
1,55,2024-05-21 06:22:36,185,5,9,9
2,55,2024-04-14 12:43:16,339,8,5,4
1,56,2023-09-22 17:02:15,329,13,14,6
2,56,2023-07-24 07:35:59,445,10,4,7
3,56,2023-07-11 13:50:37,113,4,13,2
1,57,2024-03-14 05:07:07,494,9,5,9
2,57,2023-08-31 16:31:03,116,11,11,1
3,57,2023-12-03 10:35:45,339,12,9,4
1,58,2024-01-08 11:51:20,404,9,14,4
2,58,2024-07-09 21:11:48,468,4,11,4
3,58,2023-10-24 09:01:27,455,6,4,3
1,59,2024-05-11 07:51:05,496,2,4,7
1,60,2023-12-26 16:36:38,233,4,7,5
1,61,2023-11-26 23:35:59,337,6,8,7
2,61,2024-03-10 10:51:33,204,13,8,1
3,61,2024-02-27 18:44:28,116,11,11,1
1,62,2024-04-15 06:46:16,274,12,4,8
2,62,2023-10-28 02:52:54,233,11,9,9
1,63,2023-08-30 02:39:01,285,9,4,6
1,65,2024-02-28 01:42:21,238,2,13,8
1,66,2024-02-27 08:07:13,429,6,7,9
2,66,2023-11-28 22:17:38,142,6,10,3
3,66,2024-06-17 13:49:44,339,3,4,9
1,67,2024-01-08 23:33:25,51,2,12,10
2,67,2023-11-02 09:54:28,369,7,3,4
1,68,2024-05-01 04:17:28,83,7,4,2
2,68,2024-05-05 01:11:51,273,3,13,4
1,69,2024-05-17 21:52:26,178,13,7,10
2,69,2023-09-13 13:38:55,341,6,7,1
1,70,2023-10-30 18:00:08,130,6,14,9
2,70,2024-03-17 21:17:31,262,7,12,5
1,71,2024-06-03 17:59:15,321,11,10,1
2,71,2024-06-01 02:07:30,487,6,13,8
1,73,2023-09-04 01:19:20,383,12,2,10
1,74,2024-03-13 08:58:31,124,1,1,2
2,74,2023-10-23 05:51:05,449,11,12,8
3,74,2024-02-08 08:17:14,29,5,12,3
1,75,2023-08-16 01:43:47,264,11,8,8
1,76,2023-12-16 10:01:12,259,7,14,3
2,76,2023-09-10 21:26:28,81,6,6,3
1,77,2023-11-14 11:48:40,67,13,13,7
2,77,2023-12-26 11:27:02,165,6,8,4
1,78,2023-08-28 20:00:25,433,11,13,9
2,78,2023-08-10 01:34:25,309,10,12,4
1,80,2024-05-01 11:50:37,362,11,2,4
2,80,2023-12-13 01:10:18,46,2,2,1
1,81,2024-02-14 12:50:22,159,11,1,9
1,82,2024-07-03 09:41:17,342,6,8,1
2,82,2023-09-13 21:13:10,307,8,2,1
3,82,2023-12-20 11:11:55,403,14,5,8
1,85,2024-05-24 17:53:17,277,8,6,5
1,86,2023-12-11 12:20:12,343,1,5,7
1,87,2023-11-09 09:23:57,322,12,10,3
2,87,2023-11-15 12:37:13,377,10,9,10
1,88,2024-05-14 14:32:59,249,3,14,6
1,89,2023-12-08 17:50:06,267,1,1,1
1,90,2024-04-15 15:08:14,491,4,5,6
2,90,2024-01-04 19:11:40,13,5,11,10
1,91,2023-11-23 06:59:23,371,14,3,2
2,91,2023-12-29 11:19:26,137,8,2,10
1,93,2023-08-13 11:54:40,441,3,8,10
1,95,2023-12-21 22:08:17,490,14,3,3
1,96,2024-01-05 01:35:37,36,6,9,4
1,97,2024-05-14 09:08:38,118,6,13,2
2,97,2024-06-11 10:22:05,405,11,13,2
1,98,2023-11-21 16:05:14,35,5,3,1
2,98,2024-03-14 06:15:59,36,11,2,1
3,98,2024-06-02 20:40:30,98,4,13,7
1,99,2023-10-19 18:41:13,173,13,4,4
2,99,2023-09-18 19:21:11,479,13,9,7
1,100,2023-10-22 12:29:02,55,12,10,9
2,100,2023-09-11 06:48:50,170,10,4,9
1,101,2024-01-02 00:25:53,430,8,9,6
2,101,2023-11-20 17:50:17,133,14,12,1
3,101,2024-06-20 11:05:12,488,4,13,1
1,102,2024-06-30 05:46:34,183,11,3,10
1,103,2024-03-21 08:34:19,13,11,7,3
2,103,2023-11-20 09:02:43,103,13,4,5
3,103,2024-01-16 10:12:51,283,4,11,6
1,104,2023-07-29 02:07:42,311,3,7,3
2,104,2024-04-20 07:48:28,20,11,4,5
1,105,2024-04-27 07:00:15,376,4,13,8
1,107,2023-09-16 02:47:45,80,13,3,10
2,107,2024-05-18 22:24:10,473,3,9,4
3,107,2024-04-01 07:08:31,20,2,8,5
1,108,2024-02-08 09:24:27,88,11,5,5
2,108,2023-07-29 10:45:32,274,8,12,8
1,109,2024-03-12 02:36:43,200,3,9,5
1,110,2023-12-28 17:35:55,133,11,11,1
2,110,2023-10-12 00:35:28,416,11,11,2
3,110,2023-08-19 22:55:47,118,1,10,10
1,111,2024-05-03 05:08:13,125,5,12,1
2,111,2023-08-03 08:29:59,416,5,6,7
1,112,2023-09-08 01:29:29,334,6,6,4
1,114,2023-10-01 22:02:10,98,13,3,7
2,114,2024-04-29 18:26:37,100,11,4,1
3,114,2023-09-20 11:45:25,191,5,13,2
1,115,2024-03-27 23:58:35,95,9,8,1
2,115,2024-04-07 11:15:44,475,3,11,2
3,115,2023-10-23 04:44:42,47,6,10,3
1,116,2024-02-10 04:41:21,178,14,12,9
2,116,2024-03-26 12:10:17,48,7,7,3
3,116,2024-03-17 11:54:27,313,11,3,2
1,118,2024-05-29 03:12:20,434,11,4,7
2,118,2024-01-03 23:27:20,345,9,5,7
1,120,2024-05-21 05:46:46,379,2,12,6
2,120,2023-10-11 00:49:13,170,9,11,3
3,120,2024-05-24 18:57:52,419,14,6,10
1,121,2024-01-21 00:24:29,268,10,14,5
1,122,2023-08-28 23:58:05,67,7,4,5
2,122,2023-11-14 13:07:57,372,13,7,8
3,122,2023-08-01 06:10:21,104,5,12,4
1,124,2024-04-22 09:01:26,70,13,8,6
1,125,2023-09-19 05:41:23,180,8,14,3
1,126,2024-04-01 14:41:15,10,4,6,7
1,127,2024-04-27 03:44:44,439,5,12,7
2,127,2023-08-19 19:32:26,390,9,10,1
1,128,2024-01-29 09:23:20,259,12,8,9
1,130,2023-11-09 10:00:45,360,8,11,2
1,131,2023-10-08 15:57:57,270,3,14,1
1,133,2024-04-28 09:37:47,214,8,6,9
2,133,2024-04-15 16:01:18,343,13,13,1
3,133,2023-10-25 16:28:53,105,5,8,8
1,134,2024-06-08 03:23:46,82,9,10,10
2,134,2023-12-18 04:11:23,117,9,9,9
1,135,2024-07-04 03:01:30,44,11,9,5
2,135,2023-11-12 20:56:01,368,14,10,10
3,135,2024-07-01 08:19:36,293,1,7,3
1,137,2024-02-06 16:11:15,194,11,1,5
1,138,2023-11-22 03:43:22,292,9,5,3
2,138,2023-11-13 13:00:23,410,4,11,10
3,138,2023-12-19 08:35:41,247,7,9,3
1,141,2023-11-14 14:13:02,315,12,8,10
2,141,2024-02-22 15:05:05,385,6,4,10
1,142,2024-07-04 17:41:50,260,2,10,1
1,143,2024-02-29 14:50:18,283,5,12,2
2,143,2024-06-03 19:00:12,136,5,4,5
3,143,2023-12-21 08:43:23,452,11,10,7
1,144,2023-12-28 14:07:58,65,10,7,7
2,144,2024-04-14 05:40:20,72,2,10,5
3,144,2024-04-11 16:55:04,177,13,3,4
1,145,2023-11-03 17:38:14,162,3,4,10
1,148,2023-10-01 15:27:16,12,12,8,3
2,148,2023-12-16 13:08:18,431,8,6,6
3,148,2023-09-02 09:48:01,249,5,10,10
1,149,2023-10-08 23:31:42,88,2,11,7
2,149,2024-04-29 08:00:46,69,9,14,9
3,149,2023-10-08 04:06:12,242,5,9,7
1,151,2024-01-19 01:53:15,271,8,3,5
1,153,2023-10-02 11:54:42,293,13,8,7
2,153,2024-01-04 11:22:33,395,13,14,4
3,153,2023-11-15 00:46:16,309,3,9,10
1,155,2023-12-11 14:31:03,77,9,13,1
1,156,2023-08-25 13:40:49,483,8,12,6
2,156,2024-04-09 22:02:05,390,6,10,4
1,157,2024-06-24 02:55:51,395,10,10,9
1,160,2023-08-31 20:07:43,30,4,14,2
1,162,2023-09-25 11:24:47,189,7,10,2
1,164,2024-03-24 15:59:58,491,5,14,4
2,164,2023-11-30 23:47:49,414,4,1,3
3,164,2023-08-24 23:13:57,280,12,13,4
1,165,2023-08-27 14:41:05,35,12,6,7
2,165,2024-07-07 23:27:54,144,5,12,6
1,167,2023-09-17 11:31:30,189,1,14,7
1,168,2023-11-23 21:40:27,360,11,7,9
1,169,2024-01-06 19:27:17,453,14,10,6
1,171,2023-07-30 23:40:44,294,11,3,9
2,171,2023-09-29 20:22:32,86,13,5,1
3,171,2024-01-13 15:09:41,309,12,12,9
1,174,2024-01-21 19:41:11,162,10,13,8
2,174,2024-06-27 08:54:55,252,12,7,10
3,174,2024-04-26 18:30:46,404,5,13,7
1,175,2024-02-20 22:38:23,354,6,11,5
2,175,2024-07-09 06:07:20,204,3,1,6
1,176,2024-02-27 20:34:46,139,12,6,7
2,176,2023-10-18 21:51:11,361,9,5,7
1,177,2023-10-10 05:45:30,413,1,7,7
1,178,2024-04-14 01:35:12,203,7,11,5
1,183,2024-05-02 08:00:43,216,11,3,2
2,183,2024-07-08 23:23:12,221,9,13,5
1,185,2023-09-25 08:53:46,25,2,2,3
1,186,2024-04-16 16:04:54,8,4,13,5
1,187,2024-06-11 09:35:15,392,4,11,7
1,188,2024-06-21 20:21:43,452,13,1,8
2,188,2024-01-16 01:44:55,294,12,6,5
1,189,2024-04-14 01:42:25,70,8,12,6
2,189,2024-07-04 03:58:07,5,2,1,7
3,189,2024-04-19 14:50:24,194,11,10,8
1,191,2023-07-15 10:34:17,441,8,13,9
2,191,2023-08-11 17:14:20,168,6,12,10
1,193,2024-04-11 16:43:23,280,12,6,3
1,195,2024-05-30 05:58:42,275,9,14,10
2,195,2023-09-24 22:54:08,16,4,8,1
3,195,2024-07-09 16:16:27,267,10,12,2
1,196,2024-05-09 16:10:42,441,13,6,5
2,196,2023-11-01 15:00:12,51,10,14,1
3,196,2024-01-23 10:45:56,359,1,10,4
1,199,2024-06-10 08:52:58,495,2,13,6
2,199,2024-06-08 23:53:50,215,5,5,6
3,199,2024-03-21 06:25:35,448,9,4,10
1,200,2023-08-29 12:35:35,70,13,6,5
2,200,2024-02-29 12:21:38,458,7,14,7
3,200,2024-04-20 15:39:21,495,1,7,1
1,201,2023-08-10 19:57:14,390,14,4,5
2,201,2024-06-21 17:32:06,109,4,2,8
3,201,2023-08-31 19:43:16,110,4,7,2
1,202,2024-04-07 10:33:07,334,6,6,10
2,202,2023-08-15 13:29:35,238,11,12,10
1,207,2023-11-06 10:02:14,120,14,7,7
1,208,2024-02-05 06:03:44,18,2,1,5
1,209,2023-09-12 10:34:43,13,11,12,10
1,210,2024-04-02 11:48:07,209,8,1,10
2,210,2023-11-19 01:13:42,64,1,13,6
1,211,2024-02-21 13:07:47,270,2,5,4
1,212,2024-04-12 18:51:08,45,8,10,6
2,212,2023-10-31 04:09:05,287,2,5,8
3,212,2023-09-05 06:48:06,155,14,2,9
1,214,2024-01-20 03:08:26,217,11,12,9
2,214,2023-11-13 00:23:46,472,1,14,5
3,214,2023-12-21 10:46:56,36,6,3,1
1,215,2023-08-30 01:02:13,207,13,3,7
1,216,2024-02-03 12:01:31,168,6,8,6
2,216,2024-04-15 18:56:20,91,2,13,7
3,216,2023-11-10 04:48:21,420,11,14,6
1,217,2023-09-18 08:23:42,175,7,8,2
2,217,2024-04-19 11:14:12,220,6,2,3
1,219,2024-06-01 04:30:13,13,7,9,9
2,219,2023-11-21 07:35:05,317,7,10,4
3,219,2024-01-08 00:03:38,122,9,11,2
1,220,2024-06-03 11:36:07,258,2,12,4
1,221,2023-10-22 11:22:06,25,4,12,10
2,221,2023-12-05 15:07:11,322,9,2,10
1,222,2023-11-25 12:38:03,157,5,10,3
2,222,2024-02-24 18:54:08,158,8,6,6
3,222,2024-02-01 02:11:42,124,2,5,10
1,223,2024-02-01 20:08:04,157,13,3,8
2,223,2024-01-23 06:18:33,155,6,2,5
1,224,2023-09-13 05:40:17,274,5,8,6
2,224,2024-01-13 04:48:09,155,9,1,10
1,227,2024-01-03 05:13:46,94,5,9,10
2,227,2023-08-18 20:59:49,20,2,7,6
1,228,2024-07-05 17:36:48,62,12,1,10
2,228,2023-12-18 02:40:24,323,8,7,9
3,228,2024-02-06 23:12:10,466,2,4,8
1,229,2024-01-26 21:15:03,276,14,5,8
2,229,2024-02-08 02:53:07,197,11,12,4
3,229,2024-01-25 09:14:20,349,14,7,6
1,232,2023-10-17 11:03:40,461,10,7,1
1,233,2024-01-08 22:18:29,400,4,14,7
2,233,2024-01-03 16:16:12,208,14,13,9
3,233,2023-08-06 09:09:23,190,12,2,5
1,235,2023-10-07 03:08:15,41,3,9,3
2,235,2023-09-15 02:56:47,323,11,5,4
1,236,2024-03-10 10:02:03,74,4,5,3
2,236,2023-09-14 03:02:17,433,6,6,9
3,236,2023-11-10 07:25:16,157,11,5,6
1,237,2024-03-15 00:00:51,21,5,12,3
2,237,2024-05-14 19:50:42,168,13,1,9
3,237,2023-11-30 18:25:20,137,3,11,7
1,238,2024-06-21 20:44:11,255,8,12,8
1,242,2024-05-09 21:50:01,29,7,5,7
2,242,2024-02-27 21:02:50,380,11,12,1
3,242,2024-02-21 05:12:10,264,9,5,9
1,243,2024-06-29 06:50:38,206,9,2,7
2,243,2023-07-19 00:55:54,275,7,12,6
1,245,2023-08-16 13:27:03,26,4,4,10
2,245,2024-02-17 11:48:36,397,14,7,10
3,245,2023-09-14 04:57:38,275,8,2,6
1,247,2023-12-08 19:30:12,225,2,11,4
1,248,2024-02-28 08:52:12,468,9,8,5
1,249,2023-08-10 10:23:48,497,13,5,9
2,249,2024-04-07 10:22:12,48,5,4,5
1,250,2023-08-28 19:34:18,145,2,13,3
2,250,2023-09-21 17:17:52,111,13,14,10
3,250,2023-12-10 23:01:53,135,14,13,4
1,251,2023-11-26 15:58:03,391,7,11,9
2,251,2023-12-14 03:42:39,294,14,9,4
3,251,2024-04-16 03:43:57,161,3,14,3
1,252,2024-03-27 04:11:32,382,11,1,6
1,253,2023-07-21 16:02:13,259,13,11,6
1,254,2023-09-05 19:07:42,92,9,13,4
2,254,2024-03-18 10:55:09,239,2,2,6
1,255,2024-01-02 10:59:53,108,10,6,6
2,255,2023-08-16 01:04:05,130,8,5,9
3,255,2023-10-01 03:11:36,367,12,11,8
1,256,2024-04-15 00:10:08,362,9,12,9
2,256,2024-05-04 18:19:26,4,11,8,8
3,256,2024-06-30 09:08:10,92,6,8,5
1,257,2023-10-16 16:04:54,73,3,3,5
2,257,2023-07-30 00:34:54,264,2,13,2
1,258,2024-03-26 14:43:40,298,12,2,8
1,259,2024-03-27 10:07:11,16,14,11,10
1,260,2024-06-06 05:22:52,298,7,3,2
2,260,2023-10-19 02:32:00,296,1,8,9
3,260,2024-04-05 12:59:08,51,1,6,8
1,261,2024-05-17 01:01:29,483,3,8,4
1,262,2023-09-18 05:30:47,272,4,10,2
2,262,2024-04-09 03:38:37,316,2,4,4
1,264,2023-10-23 02:12:19,75,5,14,7
2,264,2024-05-27 11:07:46,233,11,7,3
3,264,2023-12-16 07:54:21,289,4,7,2
1,266,2023-09-04 14:02:50,441,9,13,6
1,267,2023-10-25 23:12:03,344,12,1,1
2,267,2023-08-21 18:53:53,260,12,9,7
3,267,2023-10-13 21:10:38,130,6,7,2
1,268,2024-06-23 05:15:51,100,9,14,7
2,268,2024-01-01 11:39:22,36,11,10,5
3,268,2024-01-12 23:07:05,185,2,11,10
1,270,2024-04-21 18:21:05,187,11,5,9
1,271,2024-06-27 01:12:22,179,7,12,5
2,271,2024-04-30 16:47:51,132,13,7,5
1,272,2024-03-29 07:52:15,47,14,2,5
2,272,2024-05-17 04:10:39,414,7,13,7
1,274,2024-01-12 03:10:09,281,1,8,5
2,274,2024-04-13 01:24:43,183,9,14,5
3,274,2024-03-29 17:32:37,97,13,13,7
1,275,2023-12-17 01:26:58,359,4,5,6
2,275,2024-06-19 20:48:48,122,6,11,2
3,275,2024-03-03 03:15:19,69,14,13,2
1,278,2024-04-09 19:17:21,345,1,4,4
1,279,2023-09-01 23:53:46,361,1,3,6
1,280,2024-06-29 00:45:36,53,9,14,1
2,280,2023-09-12 04:21:39,344,1,11,4
3,280,2023-09-12 01:47:52,33,7,8,8
1,281,2023-12-23 01:56:34,363,6,8,6
2,281,2023-08-20 04:29:45,11,12,10,10
1,282,2024-06-02 12:00:32,67,9,7,6
1,284,2023-10-21 00:34:55,377,11,14,5
2,284,2023-08-04 00:06:29,323,2,1,2
1,285,2023-08-22 23:20:11,149,2,2,5
2,285,2024-04-03 10:07:36,63,5,11,10
1,286,2023-09-24 17:27:31,418,4,7,2
2,286,2024-01-12 21:59:04,12,3,14,1
3,286,2024-04-13 19:30:40,192,7,4,3
1,287,2023-07-15 23:59:51,33,4,4,6
2,287,2024-03-09 17:38:52,106,12,11,1
3,287,2024-06-10 14:39:18,328,5,12,9
1,288,2023-08-26 02:18:07,70,6,5,6
2,288,2023-11-24 19:38:14,275,11,3,5
3,288,2023-11-21 05:04:04,440,14,2,4
1,289,2023-10-17 02:48:07,72,14,8,10
1,290,2023-08-30 11:55:11,335,11,13,1
2,290,2023-11-10 21:55:53,170,9,14,1
3,290,2023-09-19 05:15:40,316,13,2,4
1,292,2023-12-09 11:29:06,235,14,12,8
1,295,2024-03-10 16:03:41,83,1,13,5
2,295,2023-11-25 20:06:51,126,7,8,3
1,298,2024-01-31 00:24:02,160,1,12,4
2,298,2024-06-24 04:47:42,218,2,8,10
1,299,2023-07-12 16:23:56,51,3,11,1
1,300,2023-07-29 22:06:05,250,13,9,10
2,300,2024-05-17 03:55:15,230,12,14,7
1,302,2024-03-08 05:07:00,381,3,5,6
2,302,2024-06-04 09:47:21,13,14,14,10
1,303,2023-09-18 08:51:39,306,3,6,9
2,303,2024-04-15 02:10:45,478,5,5,7
1,304,2024-02-05 13:52:14,493,10,12,5
2,304,2023-11-18 17:06:07,97,13,5,4
1,305,2023-10-26 10:20:18,388,1,11,6
2,305,2023-10-27 21:36:30,328,2,4,9
1,306,2024-03-26 14:19:17,190,6,14,8
2,306,2024-07-05 10:42:30,50,2,5,10
1,307,2023-12-03 13:22:09,267,6,8,5
2,307,2023-10-05 23:19:21,439,10,11,10
1,308,2023-12-21 23:51:46,229,14,2,5
1,309,2024-04-16 22:24:18,423,2,8,6
2,309,2024-06-04 15:59:41,363,3,11,4
3,309,2023-09-25 23:26:00,27,1,8,9
1,310,2023-07-30 23:07:34,398,3,12,1
2,310,2023-10-22 04:40:06,393,4,1,7
1,311,2024-01-20 20:24:51,64,2,14,3
2,311,2023-08-17 06:59:11,369,14,9,10
1,312,2023-08-13 22:14:46,21,5,2,4
2,312,2024-05-17 23:44:06,16,13,11,5
3,312,2023-09-28 21:30:49,223,4,14,9
1,313,2024-04-16 02:59:07,444,4,6,7
1,316,2024-05-22 07:45:47,57,14,10,10
1,317,2024-06-29 01:13:26,317,9,4,9
2,317,2023-12-19 17:48:16,317,6,6,4
3,317,2024-06-27 10:56:12,222,7,14,3
1,318,2023-08-23 01:21:40,51,4,6,7
2,318,2023-12-19 02:52:04,260,8,14,7
1,321,2023-12-14 18:38:20,199,10,3,10
1,322,2024-06-06 03:34:56,334,1,14,9
2,322,2024-01-16 19:47:03,147,5,1,8
3,322,2024-03-30 07:20:43,423,11,5,8
1,324,2023-12-21 20:47:47,179,10,9,1
2,324,2023-10-31 07:47:58,15,13,2,4
3,324,2023-11-19 02:06:04,207,11,5,7
1,326,2024-02-05 11:12:08,348,9,9,7
2,326,2023-08-24 03:45:34,232,6,4,10
1,328,2024-04-25 00:16:38,122,2,11,5
2,328,2023-12-16 05:26:06,439,6,13,9
3,328,2023-07-24 07:41:02,412,12,7,1
1,330,2023-11-04 15:30:21,298,6,13,2
2,330,2023-10-01 17:47:23,476,3,2,5
3,330,2023-08-21 21:25:00,369,3,2,1
1,331,2023-07-17 11:56:53,8,14,6,1
2,331,2023-12-15 19:23:34,413,1,1,9
1,332,2023-10-19 09:20:20,224,4,7,2
1,333,2024-04-19 06:18:14,277,14,14,9
1,334,2023-11-23 17:20:33,410,5,5,1
1,335,2024-02-12 02:26:04,205,13,12,1
2,335,2024-04-22 14:42:11,334,11,14,5
1,336,2023-11-12 10:30:29,471,4,4,4
1,337,2023-12-09 08:47:03,197,13,14,10
2,337,2024-05-15 17:06:20,438,2,5,8
3,337,2024-05-03 07:31:52,47,8,2,5
1,338,2024-04-03 18:00:51,358,4,8,5
2,338,2023-10-29 22:45:38,465,13,9,8
3,338,2024-06-23 13:23:16,245,10,11,4
1,339,2024-04-08 04:28:47,450,13,4,6
2,339,2023-12-11 15:05:52,211,5,13,6
1,341,2023-11-09 10:34:13,43,13,4,1
2,341,2024-02-16 18:01:59,77,10,6,9
1,343,2024-01-24 02:17:03,332,7,3,6
2,343,2023-10-29 19:26:56,415,4,12,9
3,343,2024-03-01 04:01:52,294,14,7,10
1,344,2024-05-15 11:25:04,91,14,5,1
1,345,2024-05-14 10:20:36,86,5,6,4
2,345,2023-09-08 07:14:44,428,8,13,1
1,346,2024-06-21 00:17:18,179,11,1,7
1,350,2023-11-03 08:49:21,392,5,3,1
2,350,2024-04-09 00:12:53,415,1,11,5
3,350,2024-04-23 07:09:42,138,3,5,9
1,351,2023-08-26 15:44:41,127,11,12,5
2,351,2023-08-27 05:42:25,395,8,8,8
3,351,2024-03-05 15:14:41,68,2,7,3
1,352,2024-07-06 05:30:28,481,6,2,4
1,353,2024-03-29 03:20:44,264,4,3,8
2,353,2023-09-11 21:53:43,62,2,12,4
3,353,2024-01-03 02:54:35,360,8,3,4
1,354,2024-05-08 10:22:21,150,3,7,4
2,354,2024-02-06 23:05:15,42,13,10,5
3,354,2023-11-10 04:20:00,174,2,5,10
1,356,2023-09-11 06:29:01,162,9,9,2
1,357,2023-11-08 12:28:13,123,9,11,6
1,358,2024-06-12 02:42:02,6,9,1,2
2,358,2024-03-02 04:19:17,413,10,8,10
3,358,2023-10-23 18:31:53,499,2,8,10
1,359,2024-05-20 07:23:46,470,1,10,10
2,359,2024-05-11 06:20:17,367,5,3,7
1,360,2024-07-02 11:53:51,74,14,2,6
1,361,2024-03-21 21:29:43,30,10,1,8
2,361,2023-10-03 00:05:47,99,9,5,2
1,363,2024-07-10 03:13:22,489,11,4,9
2,363,2024-03-14 21:00:11,265,13,11,9
3,363,2023-10-20 22:34:52,213,6,5,8
1,364,2024-05-11 11:14:44,253,4,9,4
1,365,2024-03-20 19:21:12,185,10,8,5
1,366,2023-07-19 00:21:42,316,11,6,9
2,366,2024-03-06 16:05:45,250,3,12,10
1,368,2024-05-26 10:07:09,334,7,9,2
2,368,2023-11-17 17:57:04,480,11,2,1
3,368,2024-05-25 12:17:16,302,9,10,2
1,369,2023-11-16 21:10:28,458,11,11,5
1,370,2024-03-22 12:39:51,359,11,6,7
2,370,2023-07-21 07:07:55,388,9,8,6
3,370,2023-11-30 00:59:31,191,3,5,5
1,372,2024-01-24 12:40:43,438,11,11,6
1,373,2024-06-26 12:34:15,360,5,9,4
2,373,2023-10-03 15:03:35,348,8,8,2
3,373,2024-03-19 17:38:18,495,11,11,3
1,374,2023-11-20 18:30:55,368,12,11,1
2,374,2024-04-03 01:17:50,19,12,7,5
1,376,2023-11-12 02:44:26,409,12,3,3
1,377,2024-03-16 19:24:39,496,1,14,7
1,378,2024-03-01 14:31:04,233,3,4,9
1,379,2023-11-17 06:05:52,356,3,6,9
2,379,2023-12-24 00:32:25,73,7,6,6
3,379,2023-12-25 18:19:19,327,4,5,6
1,380,2024-01-28 01:44:25,492,9,12,2
2,380,2024-02-22 13:32:59,84,9,12,9
3,380,2023-10-03 13:14:09,344,13,1,7
1,384,2023-08-12 23:09:00,253,4,8,7
1,385,2024-06-04 02:36:44,444,3,6,9
